کمي,scarcity
بيکراني,immensity
غسل ارتماسي دادن,immerse
زير آب گرفتن,immerse
زير آب کردن,immerse
بدوناسلوب,immethodical
کوچ نشين,immigrant
ميهن گزيدن,immigrate
توطن اختيار کردن,immigrate
جلاي وطن کردن,immigrate
مهاجرت کردن,immigrate
مهاجرت,immigration
جلاي وطن,immigration
مشرف بودن,overhang
قريب الوقوع,inevitable
بهم آميختن,shuffle
سبک نشدني,incommutable
فرو ننشستني,immitigable
غير متحرک,sedentary
جنبش ناپذير,immobile
بي جنبشي,stagnation
بي حرکتي,stillness
بي بسيج کردن,immobilize
بي اندازگي,immoderacy
فوق العادگي,immoderacy
بي اعتدال,immoderate
منافي عفت,immodest
بي عفت,unchaste
بي عصمت,immodest
نا نجيب,indecent
غير اخلاقي,immoral
زشت رفتار,immoral
بدسيرت,immoral
لايموت,immortal
فنا ناپذير,indestructible
مرگ ناپذيري,immortality
غير منقول,irreplaceable
ايمن,secure
مصون,secure
ايمني,safety
مصونيت,privilege
ايمنيشناسي,immunology
نا موزون,immusical
مرد جوان,imp
اثابت,impact
اصابت کردن,impact
اثر شديد,impact
گير افتادگي,impaction
بهم فشردگي,impaction
معيوب کردن,impair
زيان رساندن,mar
خرابي,ruined condition
ميله کشيدن,impale
غير محسوس,unnoticeable
بهبهشت فرستادن,imparadise
تک شانه,imparipinnate
بهرهمند ساختن,impart
افاضه کردن,impart benefits
حق گو,truthful
بي نظري,neutrality
بيطرفانه,neutrally
امکان ناپذيري,impassability
صعب العبور,impassable
نا گذرا,impassable
بي گدار,rash
عدم حساسيت,impassibility
فاقد احساس,stolid
بههيجانآوردن,impassion
بسيار غيور,zealous
پوست کلفت,impassive
خمير گرفتن,impaste
بي قراري,restlessness
بي حوصلگي,impatience
ناصبور,impatient
ناصبوري,restlessness
بي صبري,impatience
بي طاقتي,impatience
ناشکيبايي,intolerance
بي تابي,impatience
بيطاقت,impatient
بي تامل,promptly
بيشکيب,impatient
تنگ حوصله,impatient
ناشکيبا,impatient
بي حوصله,impatient
بي تاب,impatient
بي صبر,impatient
بهرهن دادن,impawn
رهن گذاشتن,pledge
استيضاح کردن,impeach
اعلام جرم کردن,make accusation
احضار نمودن,impeach
بدادگاهجلب کردن,impeach
احضار بدادگاه,impeachment
استيضاح,impeachment
اعلام جرم,impeachment
مرواريد نشان کردن,impearl
معصوميت,innocence
امپدانس,impedance
مقاومت ظاهري,impedance
رادع,obstacle
بنه سفر,outfit
توشه سفر,impedimenta
بر آن داشتن,impel
مجبور ساختن,impel
سوق دهنده,impellent
وادار کننده,prompter
نفوذ نکردني,impenetrable
نفوذ ناپذير,inscrutable
سوراخ نشدني,impenetrable
درک نکردني,intangible
حلول ناپذير,impenetrable
رسوخ ناپذير,impenetrable
عدمتوبه,impenitence
توبه ناپزيري,impenitence
ناپشيمان,impenitent
توبه ناپذير,impenitent
امري,imperative
وجه امري,imperative mood
جمله امري,imperative sentence
نفهميدني,incomprehensible
نامحسوس,inappreciable
منگنه نشده,imperforate
بي سوراخ,imperforate
همايوني,royal
شاهنشاهي,imperial
سلطنتي,royal
مراحم ملوکانه,imperial favors
امپرياليسم,imperialism
استعمار طلبي,imperialism
امپرياليست,imperialist
بهره جويانه,imperialistic
استعمار گراي,imperialistic
درخطر انداختن,imperil
اماره,imperious
آمرانه,imperiously
نا پايدار,impermanent
نفوذ ناپذيري,impermeability
نشت ناپذيري,impermeability
عدم جواز,impermissibility
غير مجازي,impermissibility
غير مجاز,unauthorized
فاقد شخصيت,impersonal
غيرشخصي,impersonal
جعل هويت کردن,impersonate
جعل هويت,impersonation
زردزخمي,impetiginous
زرده زخم,impetigo
زردزخم,impetigo
نيروي جنبش,impetus
نا پرهيزکاري,impiety
بي ديني,impiety
بي ديانتي,impiety
بي تقاوت,impiety
بد کيشي,irreligion
بي تقوي,virtueless
بد کيش,irreligious
بدآئين,irreligious
بدکيش,irreligious
بي دين,irreligious
جن مانند,jinnlike
جن خو,impish
تسکينناپذيري,implacability
آرام نشدني,implacability
نرم نشدني,implacability
مرکوز,implanted
غير مقبولي,implausibility
ناموجه بودن,implausibility
ناپسندي,implausibility
نامحتمل,implausible
غيرمحتمل,implausible
غيرمقبول,unacceptable
دادخواست دادن,implead
دست ابزار,tool
بهم پيچيدن,interlock
القاء,suggestion
تضمن,implication
اشاره شده,implicit
ضمني,implied
ضمنا,meanwhile
تلويحاً,implicitly
التماس کردنبه,implore
استغاثه کردناز,implore
مستغاث,implored
استغاثه,imploring
ضمنا فهماندن,imply
تلويحا گفتن,imply
معني بخشيدن,mean
معني دادن,mean
تلويح,implying
بي تربيت,rude
بي ادب,rude
بي ادبانه,rudely
بي تربيتي,rudeness
اسائه,impoliteness
بي ادبي,rudeness
پررويي,impoliteness
مخالف مصلحت,impolitic
مخالف رويه صحيح,impolitic
غير محسوسي,insensibility
نا انديشيدني,imponderable
بهکشور آوردن,import
کالاي رسيده,import
کالاي وارده,import
وارد کردني,importable
اهميت,importance
مهم,significant
پر اهميت,worthful
با اهميت,important
امهات,important thing
وارده,received
وارداتي,imported
واردات,imported goods
وارد کننده,importer
سماجتآميز,pushy
عاجز کننده,importunate
سماجت کردن,insist
مصرانه خواستن,importune
مصرانه,persistently
وارد آوردن,impose
تحميل کردن,impose
وارد کردن,impose
تکليف کردن,impose
اعمال شده,imposed
تحميل,imposition
اعمال تحريم,imposition of sanctions
عدم امکان,impossibility
کار نشدني,impossibility
غيرممکن,impossible
ناميسر,impossible
غير ممکن,romantic
اجراناپذير,nonexecutable
محال,impossible
امکان ناپذير,impossible
ناممکن,impossible
نشدني,impossible
تعرفهبندي کردن,impost
طرار,impostor
شيادي,imposture
طراري,imposture
شياد,imposture
سستي کمر,impotency
عنن,impotence
ضعف جنسي,impotency
عنانت,impotency
عنين,impotent
اکار,impotent
سست کمر,impotent
توقيف کردن,impound
خانه خراب کردن,ruin
بي نيرو کردن,impoverish
فقيرنشين,impoverished
بينواسازي,impoverishment
غير عملي,top heavy
اجرا نشدنيء,impractical
اجراء نشدني,theatrical arts
غير صريح,unintelligible
غير دقيق,incorrect
آبستن نشدني,impregnability
باردار کردن,impregnate
آبستن کردن,impregnate
آبستنسازي,impregnation
القاح,impregnation
تلقيح,inoculation
جمله شعاري,impresa
مدير اپرا,impresario
در ذهن جاگير کردن,impress
تاثير کردن,work
نشان گذاري,mark sensing
جاي مهر,impression
اثر پذير,impressionable
دهن بين,whimsical
دهن بيني,impressionableness
مکتب تجسم,impressionism
برانگيزنده احساسات,impressive
اثر گذاري,impressment
قرض داده شده,imprest
جاي نشان,imprinter
جاي نشاني,imprinting
زندانکردن,lockup
بزندان انداختن,imprison
حبس کردن,imprison
زنداني کردن,imprison
محبوس,imprisoned
استبعاد,inaccessibility
بعيد,unlikely
غير محتمل,unlikely
مستبعد,improbable
نا پاکي,improbity
بي مطالعه,unstudied
ناشايسته,objectionable
بي جا,placeless
ناشايستگي,incompetency
بي مناسبتي,irrelevance
زيبندهنبودن,impropriety
اصلاح شدني,improvability
اصلاح پذير,improvable
بهتر نمودن,improve
بهتر کردن,improve
بهبودي يافتن,recover
بهتر شدن,improve
بهترکردن,make better
رونق دادن به,improve
اصلاحات کردن,improve
بهبود,recovery
ترقي,progress
بهتري,improvement
بهبودي,improvement
افاقه,improvement
بهسازي,reform
عاقبت نينديشي,improvidence
اقتراح,improvisatin
تعبيه,prepration
بديهه گويي,improvisation
بداهتا,improvisation
بداهت,improvisation
بديههسازي,improvisation
بديهه,improvisation
بديهه گو,improvisator
مقترح,improvisator
آنا ساختن,improvise
ارتجال کردن,improvise
اقتراح کردن,improvise
بالبداهه گفتن,improvise
بالبداهه ساختن,improvise
ابتکار کردن,invent
في البديهه,improvised
بالبداهه,spontaneous
تعبيهکننده,improviser
بي تدبيري,thoughtlessness
بي تدبير,unthoughtful
وقاحت,insolence
خيره چشمي,impudence
شوخ چشمي,impudence
چشم سفيدي,impudence
خيره چشم,impudent
شوخ چشم,impudent
چشمدريده,impudent
وقيح,shameless
نا تواني,infirmity
کم زوري,impuissance
محرک آني,impulse
دژ انگيز,impulsion
بلهوس,whimsical
ناپاک,unclean
پلشت,septic
ژيژ,impure
ناخالص,impure
ناصاف,uneven
ناخالصي,impurity
ناپاکي,pollution
امشي,insecticid
توي,within
غيابا,in absentia
بر وفق,in accordance
علاوه بر اين,in addition
اضافه بر,in excess of
علاوه بر,in addition to
بطور مساعده,in advance
پيشکي,in advance
پيش پيش,in advance
پيرانه,in an elderly manner
به هر صورت,in any case
درهرحال,in any case
هيچگونه,none
با عناوين مختلف,in any way possible
در قيد اسارت,in captivity
در صورت,upon
عنداللزوم,in case of need
بنقد,in cash
مو بمو,in detail
تفصيلاً,in detail
به تفصيل,in detail
متنکرا,in disguise
بلذات,in essence
ذاتاً,in essence
در تبعيد,in exile
تبعيدي,in exile
به نفع,in favor of
بنفع,in favor of
از جلوي,in front of
جلوي,in front of
به طور کلي,in general
دسته دسته,in groups
درون زماني,in house
اندرکار,in job
جنساً,with regard
سرخشت,in labor
در حال زايمان,in labor
خويشاوند سببي,in law
دلباخته,in love
در بيش از,in more than
بگمانم,in my opinion
بنظرم,in my view
براي اين که,in order to
بمنظور,in order to
براي آن که,in order to
جفت جفت,pairwise
جفتي,in pairs
متوازياً,in parallel
بموازات,in parallel
عبورا,scamp
بطور خصوصي,in petto
تکه وپاره,in pieces
ريزه ريزه,in pieces
درحال رشت,in plant
در دست تهيه,in preparation
عليالاصول,in principle
نثرا,in prose
منثورا,in prose
درملاء عام,in public
در ملاء عام,in public
در صدد,in pursuit of
در معني,reality
جواباً,in reply
متقابلا,mutually
به دنبال يافتن,in search for
به تعقيب,in search for
در جستجوي,in search of
شکلا,in shape
درزگيري کردن,seams
ماحصل کلام,in short
بطور خلاصه,in short
القصه,in short
درز گرفتن,seams
با اين وجود,In spite of this
چنان,such a
بالجمله,in summary
بطرفداري از,in support of
در آن صورت,in that case
آنسان,in that manner
بدواً,in the beginning
اواسط,in the middle
در ميانه,in the middle of
گرماگرم,in the middle of
در اواسط,in the middle of
در بحبوحه,in the midst of
بنام خدا,in the name of God
بسم الله,in the name of God
سر بزنگاه,in the nick of time
در حال,in the process of
هکذا,in the same manner
اينسان,in this manner
اينچنين,in this manner
بدين شکل,in this way
بموقع,opportune
بهنگام,opportune
عندالحاجت,in time of need
حجما,in volume
عرضا,widthwise
کتبا,in writing
تحريراً,in writing
تو کشيده,in-drawn
عدم توانائي,inability
عجز,inability
ممنوع الوصول,inaccessible
عدم صحت,inaccuracy
عدم دقت,inaccuracy
سقم,inaccuracy
غيردقيق,inaccurate
بدون دسترسي,unavailable
ناکنش,inaction
بي کاري,unemployment
غير فعال کردن,inactivate
بي جنبش,stagnant
غير فعال,inactive
ناکنش ور,inactive
ناداير,inoperative
بدون فعاليت,inactivity
کم تحرک,inactive
شل و ول,inefficient
بي کاره,unemployed
عدم فعاليت,inactivity
مظافا,inaddition
عدمتکافو,inadequacy
نامناسبي,unsuitability
بي برکت,meager
نابسنده,insufficient
نامناسب,unsuitable
نارسا,insufficient
ناکافي,insufficient
غير کافي,skimp
غير جايز,inadmissible
غير عمدي,involuntary
عدمتعمد,inadvertence
ندانستگي,inadvertence
ندانسته,unintentionally
از مصلحت بدور است,inadvisable
بيع ناپذير,unsalable
زن عاشق,inamorata
فضاي نامحدود,inane
غير ذيروح,inanimate
جماد,solid body
سر زندگي,inanition
قانع نشدني,inappeasable
غير مشمول,inapplicable
غيرقابل تقدير,inappreciable
ناسپاس,ungrateful
ناشکر,ungrateful
غير متناسب,unapt
نازيبابودن,unsuitable
ناجوري,incompatibility
بي استعدادي,lack of talent
غير ملفوظ,silent
درستادا نشده,inarticulate
بي بند,inarticulate
بي مفصل,jointless
غافلي,neglect
محل نگذاشتن,inattention
ناپرهيزي,inattention
عدم توجه,inattentiveness
غير مسموع,inaudible
شنيده نشده,inaudible
افتتاحي,inaugural
